TimeStep,SOC_Baseline,SOC_Optimized,SoH,Runtime_Base_sec,Runtime_Opt_sec,OptimizerDecision,FinalDecision
0,24.99969135802469,24.99996913580247,24.99996913580247,80999.00000000001,809999.0,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
1,24.999382716049386,24.99993827160494,24.99993827160494,80998.0,809998.0,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
2,24.999074074074077,24.999907407407406,24.999907407407406,80997.00000000001,809997.0,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
3,24.998765432098768,24.999876543209876,24.999876543209876,80996.00000000001,809995.9999999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
4,24.998458862304688,24.999847412109375,24.999847412109375,80995.0078125,809994.9375,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
5,24.998149871826172,24.999814987182617,24.999814987182617,80994.0078125,809993.9375,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
6,24.99784278869629,24.99978256225586,24.99978256225586,80993.0078125,809992.9375,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
7,24.997535705566406,24.999752044677734,24.999752044677734,80992.015625,809991.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
8,24.99722671508789,24.999719619750977,24.999719619750977,80991.015625,809990.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
9,24.996917724609375,24.99968910217285,24.99968910217285,80990.015625,809989.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
10,24.996610641479492,24.999656677246094,24.999656677246094,80989.0234375,809988.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
11,24.99630355834961,24.99962615966797,24.99962615966797,80988.015625,809987.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
12,24.995994567871094,24.999595642089844,24.999595642089844,80987.0234375,809986.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
13,24.99568748474121,24.999563217163086,24.999563217163086,80986.0234375,809985.75,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
14,24.995378494262695,24.99953269958496,24.99953269958496,80985.0234375,809984.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
15,24.995071411132812,24.999500274658203,24.999500274658203,80984.03125,809983.75,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
16,24.99476432800293,24.999467849731445,24.999467849731445,80983.03125,809982.6875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
17,24.994455337524414,24.99943733215332,24.99943733215332,80982.0390625,809981.6875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
18,24.9941463470459,24.999404907226562,24.999404907226562,80981.03125,809980.6875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: LEDs, Fan, Heater"
